filename,content,type
speaker00026_F_s1_stn00074.lab,自八月以来一直住在原南也门首都亚丁,Sentence
speaker00026_F_s1_stn00075.lab,俄罗斯地跨欧亚两大洲,Sentence
speaker00026_F_s3_stn00085.lab,在这场竞赛中,Sentence
speaker00026_F_s2_stn00045.lab,谈起话来温文尔雅,Sentence
speaker00026_F_s3_stn00057.lab,我们祝愿尼泊尔保持和平与安定,Sentence
speaker00026_F_s1_stn00138.lab,我国房地产业已成为海内外开发商投资的热点,Sentence
speaker00026_F_s1_stn00123.lab,每天运送旅客五万多人次,Sentence
speaker00026_F_s2_stn00148.lab,扩大外引内联,Sentence
speaker00026_F_s2_stn00044.lab,并送房屋拆迁主管部门备案,Sentence
speaker00026_F_s2_stn00006.lab,其中包括三名前政府成员和两名女士,Sentence
speaker00026_F_s1_stn00031.lab,张（zhang）,Monosyllables
speaker00026_F_s1_stn00058.lab,炸（zha）,Monosyllables
speaker00026_F_s1_stn00055.lab,贼（zei）,Monosyllables
speaker00026_F_s3_stn00058.lab,为了维持生计,Sentence
speaker00026_F_s2_stn00078.lab,对有一些情节特别严重的犯罪分子,Sentence
speaker00026_F_s1_stn00091.lab,导师亚当斯教授似乎吃了一惊,Sentence
speaker00026_F_s3_stn00007.lab,是企图破坏参加阿以和谈的阿拉伯方面的团结,Sentence
speaker00026_F_s1_stn00030.lab,占（zhan）,Monosyllables
speaker00026_F_s1_stn00043.lab,炸（zha）,Monosyllables
speaker00026_F_s2_stn00095.lab,文章援引亚洲开发银行官员的话说,Sentence
speaker00026_F_s2_stn00011.lab,铁路公路与全国联网,Sentence
speaker00026_F_s1_stn00071.lab,给收割打晒储运带来困难,Sentence
speaker00026_F_s2_stn00082.lab,并不是要取代目前的两家英资发钞银行的地位,Sentence
speaker00026_F_s3_stn00108.lab,在社会上广泛开展扫黄打丑,Sentence
speaker00026_F_s3_stn00069.lab,余沛年的真情终于溶化了廖大娘儿子们的心肠,Sentence
speaker00026_F_s2_stn00108.lab,什么也干不成,Sentence
speaker00026_F_s2_stn00101.lab,除非它与以色列的双边会谈取得进展,Sentence
speaker00026_F_s3_stn00075.lab,他一贯强调坚持四项基本原则,Sentence
speaker00026_F_s1_stn00100.lab,农村搞家庭联产承包,Sentence
speaker00026_F_s2_stn00147.lab,但这与本案无关,Sentence
speaker00026_F_s1_stn00142.lab,（做吞咽动作）,Swallowing
speaker00026_F_s3_stn00073.lab,按照既定的时间表从加沙地带和杰里科撤军,Sentence
speaker00026_F_s2_stn00002.lab,（做吞咽动作）,Swallowing
speaker00026_F_s1_stn00052.lab,脏（zang）,Monosyllables
speaker00026_F_s2_stn00099.lab,为二百六十二万人,Sentence
speaker00026_F_s1_stn00083.lab,外贸物资运输量将有较大的增长,Sentence
speaker00026_F_s3_stn00114.lab,瑞典首相比尔特认为,Sentence
speaker00026_F_s1_stn00134.lab,要老老实实地艰苦创业,Sentence
speaker00026_F_s2_stn00119.lab,要求联邦储备委员会降低利率,Sentence
speaker00026_F_s1_stn00024.lab,则（ze）,Monosyllables
speaker00026_F_s3_stn00068.lab,只是一句空话,Sentence
speaker00026_F_s3_stn00152.lab,在希尔顿饭店金碧辉煌的大厅里,Sentence
speaker00026_F_s2_stn00065.lab,全镇粮食亩产八百三十公斤,Sentence
speaker00026_F_s2_stn00145.lab,我们连滚带爬,Sentence
speaker00026_F_s3_stn00153.lab,美商品零售额持续上升美国商务部十二日宣布,Sentence
speaker00026_F_s2_stn00040.lab,安外交部欧洲司司长卡斯特尔布兰科今天说,Sentence
speaker00026_F_s2_stn00046.lab,亚奥理事会将派员赴哈尔滨进行实地考察,Sentence
speaker00026_F_s1_stn00136.lab,中国碘盐浓度在世界上处于中等偏上的水平,Sentence
speaker00026_F_s3_stn00078.lab,迎来了中国革命和建设实践的大发展,Sentence
speaker00026_F_s1_stn00110.lab,消费者和纳税人的负担也将大为减轻,Sentence
speaker00026_F_s2_stn00028.lab,切实用好中央给予的一系列优惠政策,Sentence
speaker00026_F_s2_stn00081.lab,教育乃一切之本,Sentence
speaker00026_F_s1_stn00084.lab,从建设有中国特色社会主义理论轮廓的形成中,Sentence
speaker00026_F_s1_stn00053.lab,早（zao）,Monosyllables
speaker00026_F_s1_stn00014.lab,u（乌）,Monophthong
speaker00026_F_s3_stn00053.lab,发达国家贸易保护主义有增无减,Sentence
speaker00026_F_s2_stn00083.lab,凡是需要监测温度变化的环境都能派上用场,Sentence
speaker00026_F_s1_stn00047.lab,找（zhao）,Monosyllables
speaker00026_F_s2_stn00020.lab,但是欧共体建设仍是必要的,Sentence
speaker00026_F_s3_stn00056.lab,经济越穷越砍的恶性循环,Sentence
speaker00026_F_s3_stn00089.lab,没有一点冒的精神,Sentence
speaker00026_F_s3_stn00086.lab,在很长的历史时期内,Sentence
speaker00026_F_s1_stn00020.lab,u（乌）,Monophthong
speaker00026_F_s3_stn00031.lab,它要求召开欧佩克紧急会议讨论减产问题,Sentence
speaker00026_F_s2_stn00062.lab,造成这种情况的主要原因就是有法不依,Sentence
speaker00026_F_s2_stn00109.lab,特别是一九八一年六月召开的十一届六中全会,Sentence
speaker00026_F_s2_stn00056.lab,两人见面分外亲切,Sentence
speaker00026_F_s1_stn00076.lab,边贸成交额突破一亿元,Sentence
speaker00026_F_s1_stn00026.lab,怎（zen）,Monosyllables
speaker00026_F_s3_stn00148.lab,大图集呱呱坠地了,Sentence
speaker00026_F_s2_stn00122.lab,她曾夺得印尼和新加坡公开赛冠军,Sentence
speaker00026_F_s1_stn00143.lab,（做吞咽动作）,Swallowing
speaker00026_F_s2_stn00134.lab,牵住这个牛鼻子,Sentence
speaker00026_F_s3_stn00116.lab,厂里除发给孙继红一百五十五元月工资以外,Sentence
speaker00026_F_s3_stn00090.lab,我们很愿意干些力所能及的家务活,Sentence
speaker00026_F_s1_stn00033.lab,折（zhe）,Monosyllables
speaker00026_F_s2_stn00018.lab,南昌滕王阁重建开放,Sentence
speaker00026_F_s3_stn00003.lab,（做吞咽动作）,Swallowing
speaker00026_F_s1_stn00069.lab,这种物质是肿瘤坏死因子的一种变异形式,Sentence
speaker00026_F_s3_stn00048.lab,但我看这还不是解决问题的根本办法,Sentence
speaker00026_F_s3_stn00019.lab,以色列以安全为由,Sentence
speaker00026_F_s2_stn00004.lab,希思称这些谬论将对英国危害无穷,Sentence
speaker00026_F_s1_stn00117.lab,在一次研讨会上,Sentence
speaker00026_F_s3_stn00010.lab,政府还采取下列措施,Sentence
speaker00026_F_s2_stn00069.lab,美国是对朝鲜问题负有直接责任的当事者,Sentence
speaker00026_F_s2_stn00091.lab,我们一辈子也忘不了你们的恩情,Sentence
speaker00026_F_s3_stn00063.lab,邓小平同志反复强调,Sentence
speaker00026_F_s3_stn00014.lab,不赞成使用武力,Sentence
speaker00026_F_s1_stn00079.lab,在南京中山陵忧国切腹,Sentence
speaker00026_F_s3_stn00082.lab,主要内容有三个方面,Sentence
speaker00026_F_s1_stn00093.lab,我觉得空手见面不好,Sentence
speaker00026_F_s1_stn00064.lab,这（zhei）,Monosyllables
speaker00026_F_s2_stn00146.lab,就会葬送我们的党,Sentence
speaker00026_F_s3_stn00133.lab,它们中的二颗还能发挥全部功能,Sentence
speaker00026_F_s2_stn00114.lab,罗岗山四面环山叠翠,Sentence
speaker00026_F_s1_stn00080.lab,李鹏提出了几点要求,Sentence
speaker00026_F_s3_stn00134.lab,即不断依靠科技进步上水平求发展,Sentence
speaker00026_F_s3_stn00030.lab,宣布在十五年内建成东盟自由贸易区,Sentence
speaker00026_F_s2_stn00042.lab,并配合国家宏观调控政策,Sentence
speaker00026_F_s3_stn00071.lab,推进社会主义民主政治建设,Sentence
speaker00026_F_s3_stn00036.lab,而两国胃癌的发病率又正好相反,Sentence
speaker00026_F_s3_stn00061.lab,贪污贿赂等腐败现象的发展蔓延,Sentence
speaker00026_F_s2_stn00076.lab,不仅创造了优美的环境,Sentence
speaker00026_F_s2_stn00031.lab,他们通过对二万多例病人的临床观察,Sentence
speaker00026_F_s2_stn00022.lab,美国政府将全力支持俄罗斯的民主改革,Sentence
speaker00026_F_s3_stn00046.lab,这是就全国情况而言的,Sentence
speaker00026_F_s3_stn00097.lab,与会同志认为爱国主义是永远不变的主题,Sentence
speaker00026_F_s3_stn00144.lab,他都一视同仁,Sentence
speaker00026_F_s2_stn00131.lab,鉴于乌克兰经济状况日益恶化,Sentence
speaker00026_F_s3_stn00095.lab,金川公司要努力做好节水工作,Sentence
speaker00026_F_s2_stn00073.lab,抽查结果表明产品合格率普遍偏低,Sentence
speaker00026_F_s1_stn00010.lab,a（啊）,Monophthong
speaker00026_F_s1_stn00054.lab,则（ze）,Monosyllables
speaker00026_F_s1_stn00056.lab,怎（zen）,Monosyllables
speaker00026_F_s3_stn00028.lab,进行经常性的监督检查,Sentence
speaker00026_F_s3_stn00051.lab,完成出口商品供货额一点五亿元,Sentence
speaker00026_F_s1_stn00116.lab,我们决不能唯星是举,Sentence
speaker00026_F_s1_stn00012.lab,e（鹅）,Monophthong
speaker00026_F_s2_stn00120.lab,有非洲心脏之称,Sentence
speaker00026_F_s1_stn00041.lab,怎（zen）,Monosyllables
speaker00026_F_s1_stn00037.lab,脏（zang）,Monosyllables
speaker00026_F_s3_stn00065.lab,如因此而造成不必要的误解,Sentence
speaker00026_F_s2_stn00080.lab,力求将不安定因素消灭在萌芽状态,Sentence
speaker00026_F_s3_stn00001.lab,（做吞咽动作）,Swallowing
speaker00026_F_s2_stn00070.lab,国家在这方面应采取扶持政策,Sentence
speaker00026_F_s2_stn00086.lab,一定要随着实践的发展而发展,Sentence
speaker00026_F_s2_stn00054.lab,年方二十二岁,Sentence
speaker00026_F_s1_stn00140.lab,联柬机构将继续耐心地与柬埔寨四方保持对话,Sentence
speaker00026_F_s3_stn00059.lab,也会给腐败现象滋生以可乘之机,Sentence
speaker00026_F_s1_stn00066.lab,郑（zheng）,Monosyllables
speaker00026_F_s1_stn00088.lab,根据需要可派出监事会,Sentence
speaker00026_F_s1_stn00141.lab,已使成千上万的群众摘掉贫穷帽子,Sentence
speaker00026_F_s3_stn00101.lab,对化工产品的需求很大,Sentence
speaker00026_F_s1_stn00046.lab,张（zhang）,Monosyllables
speaker00026_F_s3_stn00098.lab,广西书画院副院长等职,Sentence
speaker00026_F_s2_stn00055.lab,生态平衡遭到破坏,Sentence
speaker00026_F_s3_stn00040.lab,延安凤凰小学培训师资遇到困难,Sentence
speaker00026_F_s2_stn00115.lab,吃穿住行用等各方面的工业品,Sentence
speaker00026_F_s3_stn00111.lab,十分期待着即将对中国的访问,Sentence
speaker00026_F_s1_stn00099.lab,改革是中国第二次革命,Sentence
speaker00026_F_s2_stn00071.lab,理顺国家与企业的分配关系,Sentence
speaker00026_F_s2_stn00106.lab,加快欧洲一体化步伐,Sentence
speaker00026_F_s3_stn00002.lab,（做吞咽动作）,Swallowing
speaker00026_F_s2_stn00014.lab,正当朝美就核问题进行谈判之时,Sentence
speaker00026_F_s2_stn00126.lab,叶钊颖去年在全英公开赛上,Sentence
speaker00026_F_s2_stn00064.lab,内格罗河上游是莽莽的亚马孙野生热带雨林,Sentence
speaker00026_F_s3_stn00079.lab,通过坦率和有成效的讨论,Sentence
speaker00026_F_s1_stn00103.lab,她说那是一幢花园洋房,Sentence
speaker00026_F_s3_stn00151.lab,以后我才解开这个谜,Sentence
speaker00026_F_s3_stn00006.lab,据来自以色列的消息说,Sentence
speaker00026_F_s1_stn00132.lab,八五的近两年,Sentence
speaker00026_F_s3_stn00062.lab,归侨侨眷兴办企业,Sentence
speaker00026_F_s3_stn00022.lab,特别是企事业单位机关团体参与走私活动,Sentence
speaker00026_F_s3_stn00084.lab,李鹏考察了位于深圳东北部的盐田港建设工地,Sentence
speaker00026_F_s1_stn00081.lab,由于出现了彩电供大于求的情况,Sentence
speaker00026_F_s3_stn00150.lab,在财税管理方式上,Sentence
speaker00026_F_s1_stn00119.lab,主要内容如下,Sentence
speaker00026_F_s1_stn00035.lab,真（zhen）,Monosyllables
speaker00026_F_s3_stn00042.lab,教好教坏一个样,Sentence
speaker00026_F_s3_stn00088.lab,我们为之而作出的努力也正未有穷期,Sentence
speaker00026_F_s2_stn00093.lab,一审判决潘清海受贿罪死刑,Sentence
speaker00026_F_s2_stn00075.lab,零星植树五十五亿株,Sentence
speaker00026_F_s1_stn00133.lab,提高国家工作人员的整体素质,Sentence
speaker00026_F_s1_stn00059.lab,宅（zhai）,Monosyllables
speaker00026_F_s3_stn00076.lab,阿克两国在国防领域存在着合作的可能性,Sentence
speaker00026_F_s2_stn00051.lab,不知什么原因,Sentence
speaker00026_F_s2_stn00048.lab,终于有了报效祖国,Sentence
speaker00026_F_s1_stn00068.lab,她为国为民的工作精神,Sentence
speaker00026_F_s3_stn00044.lab,对香港平稳过渡造成了障碍,Sentence
speaker00026_F_s1_stn00106.lab,根据双方的相互利益并考虑到各自的具体情况,Sentence
speaker00026_F_s1_stn00097.lab,何强在男子南拳赛中以九点八零分获第一名,Sentence
speaker00026_F_s3_stn00093.lab,阿英两国为此爆发了武装冲突,Sentence
speaker00026_F_s1_stn00120.lab,这样恶劣的环境,Sentence
speaker00026_F_s3_stn00070.lab,但报道未提伤亡情况如何,Sentence
speaker00026_F_s3_stn00122.lab,她为此倾注了一位慈爱祖母的毕生心血,Sentence
speaker00026_F_s3_stn00060.lab,去年工业总产值突破千万元大关,Sentence
speaker00026_F_s2_stn00149.lab,这种犯罪活动,Sentence
speaker00026_F_s3_stn00032.lab,张皓若说您的访华很成功,Sentence
speaker00026_F_s2_stn00141.lab,此书共十二万字,Sentence
speaker00026_F_s2_stn00103.lab,马来西亚与南非决定建立大使级外交关系,Sentence
speaker00026_F_s2_stn00107.lab,台湾作为中国的一个地区,Sentence
speaker00026_F_s2_stn00005.lab,突破五亿美元,Sentence
speaker00026_F_s3_stn00033.lab,我们对这一理论的产生过程看得更为清晰,Sentence
speaker00026_F_s1_stn00039.lab,则（ze）,Monosyllables
speaker00026_F_s1_stn00130.lab,只有承认这一点,Sentence
speaker00026_F_s3_stn00092.lab,学者文人书法富有书卷气,Sentence
speaker00026_F_s1_stn00001.lab,（做吞咽动作）,Swallowing
speaker00026_F_s1_stn00036.lab,郑（zheng）,Monosyllables
speaker00026_F_s3_stn00149.lab,使他们自觉遵守规章制度和操作规程,Sentence
speaker00026_F_s2_stn00143.lab,我还得考虑考虑,Sentence
speaker00026_F_s1_stn00135.lab,每年可供电一千万千瓦时,Sentence
speaker00026_F_s3_stn00100.lab,对海地实行全面禁运是一种选择,Sentence
speaker00026_F_s2_stn00058.lab,构成了一个完整的科学体系,Sentence
speaker00026_F_s3_stn00129.lab,投入十万科技人员,Sentence
speaker00026_F_s1_stn00102.lab,询问有关欧洲统一大市场的情况,Sentence
speaker00026_F_s1_stn00057.lab,增（zeng）,Monosyllables
speaker00026_F_s1_stn00051.lab,郑（zheng）,Monosyllables
speaker00026_F_s3_stn00066.lab,与蔡元培鲁迅杨杏佛等人,Sentence
speaker00026_F_s2_stn00139.lab,永远值得我们学习和发扬,Sentence
speaker00026_F_s1_stn00049.lab,这（zhei）,Monosyllables
speaker00026_F_s1_stn00045.lab,占（zhan）,Monosyllables
speaker00026_F_s2_stn00008.lab,参与国际市场竞争,Sentence
speaker00026_F_s2_stn00105.lab,而我则无任何思想压力,Sentence
speaker00026_F_s1_stn00107.lab,拉宾将访问美国的时间比原计划提前了两周,Sentence
speaker00026_F_s2_stn00138.lab,埃及外长穆萨此次访问以色列,Sentence
speaker00026_F_s1_stn00029.lab,宅（zhai）,Monosyllables
speaker00026_F_s3_stn00009.lab,怎样才能富起来,Sentence
speaker00026_F_s3_stn00140.lab,以发展外贸为突破口,Sentence
speaker00026_F_s2_stn00021.lab,程控电话无线寻呼移动电话已经开通,Sentence
speaker00026_F_s3_stn00124.lab,把聚合物覆盖在动脉内壁上,Sentence
speaker00026_F_s3_stn00049.lab,为一九七八年的六点六倍,Sentence
speaker00026_F_s3_stn00021.lab,成交商品额达一亿多元,Sentence
speaker00026_F_s1_stn00139.lab,为东道主争得了第一枚金牌,Sentence
speaker00026_F_s1_stn00006.lab,e（鹅）,Monophthong
speaker00026_F_s3_stn00018.lab,万目睽睽难逃脱,Sentence
speaker00026_F_s1_stn00108.lab,认为该条约是一项重要的政治文件,Sentence
speaker00026_F_s1_stn00061.lab,张（zhang）,Monosyllables
speaker00026_F_s3_stn00077.lab,上海市一个近二百人组成的代表团,Sentence
speaker00026_F_s1_stn00125.lab,俄总理在总结今年的经济形势时说,Sentence
speaker00026_F_s2_stn00123.lab,是否有利于培养四有新人,Sentence
speaker00026_F_s2_stn00025.lab,仅次于四战四胜的古巴队,Sentence
speaker00026_F_s3_stn00137.lab,王亦民对吴肇毅,Sentence
speaker00026_F_s1_stn00115.lab,建立全封闭式无病毒母本园和采穗园六十亩,Sentence
speaker00026_F_s1_stn00011.lab,o（哦）,Monophthong
speaker00026_F_s2_stn00017.lab,克服重重困难,Sentence
speaker00026_F_s3_stn00123.lab,琼普洛赖特获最佳女配角奖,Sentence
speaker00026_F_s2_stn00142.lab,判处二十岁的克里斯蒂安森十年徒刑,Sentence
speaker00026_F_s3_stn00120.lab,但也爱好诗文,Sentence
speaker00026_F_s1_stn00065.lab,真（zhen）,Monosyllables
speaker00026_F_s1_stn00128.lab,占欧佩克石油总收入的百分之六十五,Sentence
speaker00026_F_s2_stn00032.lab,固定资产投资要保持适度增长,Sentence
speaker00026_F_s3_stn00109.lab,座座绿色的峰峦似乎近在身边,Sentence
speaker00026_F_s1_stn00003.lab,（做吞咽动作）,Swallowing
speaker00026_F_s1_stn00085.lab,可根据市场经济发展的情况随行就市,Sentence
speaker00026_F_s3_stn00112.lab,他经常深入企业调研,Sentence
speaker00026_F_s3_stn00138.lab,残疾人成了廉价劳动力,Sentence
speaker00023_M_s1_stn00015.lab,v（淤）,Monophthong
speaker00023_M_s1_stn00062.lab,翁（weng）,Monosyllables
speaker00023_M_s1_stn00090.lab,没听说过强扭的瓜儿不甜吗,Sentence
speaker00023_M_s3_stn00005.lab,四川江津市邮电局邪门歪道踩板计秋雨绵绵,Sentence
speaker00023_M_s3_stn00115.lab,大石块铺成的人行道路,Sentence
speaker00023_M_s2_stn00086.lab,需用法律来维持和调节,Sentence
speaker00023_M_s3_stn00051.lab,它们使人的头脑局限在极小的范围内,Sentence
speaker00023_M_s1_stn00079.lab,老鹤额顶明显比小鹤红艳,Sentence
speaker00023_M_s3_stn00021.lab,而且介绍的内容又都是前几年的,Sentence
speaker00023_M_s1_stn00099.lab,傅言明被评为山东省双拥模范,Sentence
speaker00023_M_s1_stn00132.lab,也还要去维护它,Sentence
speaker00023_M_s2_stn00134.lab,又有高矮胖瘦之别,Sentence
speaker00023_M_s3_stn00058.lab,从水里吊起足有一二百公斤重的大尼龙网,Sentence
speaker00023_M_s1_stn00041.lab,哇（wa）,Monosyllables
speaker00023_M_s2_stn00062.lab,衣着也很简单,Sentence
speaker00023_M_s3_stn00085.lab,然而由于贫穷,Sentence
speaker00023_M_s2_stn00027.lab,欧美领导人应当懂得,Sentence
speaker00023_M_s3_stn00053.lab,科学家因此认为,Sentence
speaker00023_M_s2_stn00085.lab,布基纳法索的伊德里萨乌埃特拉奥戈,Sentence
speaker00023_M_s3_stn00117.lab,在它们的脖子上拴上黄色的带子,Sentence
speaker00023_M_s3_stn00044.lab,各获五十四厘米彩色电视机一台,Sentence
speaker00023_M_s3_stn00067.lab,新闻界的捐款逾万元,Sentence
speaker00023_M_s1_stn00102.lab,梁漱溟老先生身体状况已经很差,Sentence
speaker00023_M_s2_stn00111.lab,日平均运营量达一千二百列,Sentence
speaker00023_M_s2_stn00125.lab,找到企业的老同志老部下要求赞助,Sentence
speaker00023_M_s3_stn00084.lab,仅四合院内就有七八种颜色,Sentence
speaker00023_M_s2_stn00138.lab,但也是最容易因过期而造成损失的商品,Sentence
speaker00023_M_s3_stn00119.lab,搜集到的毛泽东论文艺的文献,Sentence
speaker00023_M_s3_stn00003.lab,（做吞咽动作）,Swallowing
speaker00023_M_s2_stn00065.lab,做到文明用语,Sentence
speaker00023_M_s2_stn00096.lab,就是因为闭关自守,Sentence
speaker00023_M_s2_stn00034.lab,担任流亡日本的孙中山的秘书,Sentence
speaker00023_M_s2_stn00100.lab,灌溉面积达五十五万亩,Sentence
speaker00023_M_s3_stn00126.lab,该地区农矿资源以及旅游资源丰富,Sentence
speaker00023_M_s3_stn00122.lab,可爱的股民们掐着指头算一算,Sentence
speaker00023_M_s2_stn00119.lab,震中在同心乡宁洱镇凤阳乡一带,Sentence
speaker00023_M_s3_stn00097.lab,风速超过一百公里时的十一级大风,Sentence
speaker00023_M_s1_stn00137.lab,但没有贵到让人望而却步的程度,Sentence
speaker00023_M_s2_stn00061.lab,因而可以说李娜是靠声音树立起自己的形象的,Sentence
speaker00023_M_s1_stn00037.lab,团（tuan）,Monosyllables
speaker00023_M_s3_stn00136.lab,已成为核心问题,Sentence
speaker00023_M_s2_stn00036.lab,圣萨尔瓦多消息,Sentence
speaker00023_M_s1_stn00119.lab,十八人出国考察过,Sentence
speaker00023_M_s2_stn00004.lab,销售额居前茅,Sentence
speaker00023_M_s2_stn00139.lab,就会像一把尖刀插入敌人的心脏,Sentence
speaker00023_M_s3_stn00048.lab,毛主席给您寄钱来了,Sentence
speaker00023_M_s2_stn00098.lab,首先要解决好原碘生产和碘盐生产问题,Sentence
speaker00023_M_s1_stn00047.lab,翁（weng）,Monosyllables
speaker00023_M_s3_stn00072.lab,母亲河的恩赐,Sentence
speaker00023_M_s3_stn00001.lab,（做吞咽动作）,Swallowing
speaker00023_M_s3_stn00149.lab,前几年曾有日人次逾八万的纪录,Sentence
speaker00023_M_s2_stn00028.lab,杨继宏这才拖着极度疲劳的身躯回到单位,Sentence
speaker00023_M_s2_stn00077.lab,四百余年以来它为国家培养了无数杰出人才,Sentence
speaker00023_M_s2_stn00033.lab,望着母亲挂着泪珠的微笑,Sentence
speaker00023_M_s2_stn00155.lab,（做吞咽动作）,Swallowing
speaker00023_M_s1_stn00108.lab,敲响了希望之钟,Sentence
speaker00023_M_s1_stn00036.lab,下（xia）,Monosyllables
speaker00023_M_s2_stn00044.lab,朝发现始祖鸟化石朝鲜的考古学者最近宣布,Sentence
speaker00023_M_s2_stn00091.lab,有的污染严重的企业还傲然兴起,Sentence
speaker00023_M_s2_stn00014.lab,我站在教室外边,Sentence
speaker00023_M_s2_stn00104.lab,一份歪歪扭扭的种植记录也用她的心血写成了,Sentence
speaker00023_M_s2_stn00093.lab,他的爱国就难免是抽象的空洞的,Sentence
speaker00023_M_s1_stn00019.lab,i（衣）,Monophthong
speaker00023_M_s1_stn00064.lab,无（wu）,Monosyllables
speaker00023_M_s1_stn00112.lab,几个小时就把草木晒蔫了头,Sentence
speaker00023_M_s1_stn00026.lab,哇（wa）,Monosyllables
speaker00023_M_s3_stn00042.lab,嘱咐我要好好贯彻党的十二大精神,Sentence
speaker00023_M_s2_stn00084.lab,揭开跃进号沉没之谜,Sentence
speaker00023_M_s1_stn00116.lab,必须通过专业进修获得大专文凭,Sentence
speaker00023_M_s3_stn00123.lab,平衡欧元国与非欧元国之间的汇率,Sentence
speaker00023_M_s2_stn00133.lab,一九九一年三月,Sentence
speaker00023_M_s2_stn00142.lab,打破平均主义,Sentence
speaker00023_M_s3_stn00030.lab,没有惜才爱才的崔大林,Sentence
speaker00023_M_s1_stn00088.lab,县镇乡村联袂慰问,Sentence
speaker00023_M_s3_stn00075.lab,他们南下至深圳,Sentence
speaker00023_M_s3_stn00110.lab,孩子与孩子之间有差异,Sentence
speaker00023_M_s2_stn00109.lab,武川县是内蒙古重病区,Sentence
speaker00023_M_s2_stn00070.lab,防止和揭露腐败现象,Sentence
speaker00023_M_s3_stn00142.lab,谈及中央乐团和严肃音乐目前的困境,Sentence
speaker00023_M_s3_stn00104.lab,而且一辆两轮摩托,Sentence
speaker00023_M_s1_stn00033.lab,我（wo）,Monosyllables
speaker00023_M_s3_stn00054.lab,由于赵世堂肯下工夫,Sentence
speaker00023_M_s3_stn00150.lab,液压齿轮泵的压力大小,Sentence
speaker00023_M_s3_stn00121.lab,农业越应受到重视和保护,Sentence
speaker00023_M_s2_stn00013.lab,努力开拓多种经营,Sentence
speaker00023_M_s1_stn00071.lab,当作实践去理解,Sentence
speaker00023_M_s2_stn00154.lab,（做吞咽动作）,Swallowing
speaker00023_M_s2_stn00023.lab,好熟悉的声音啊,Sentence
speaker00023_M_s3_stn00068.lab,认为李富斌弄虚作假,Sentence
speaker00023_M_s2_stn00102.lab,在诗仙李白的五岳寻仙中,Sentence
speaker00023_M_s3_stn00105.lab,截至元月上旬,Sentence
speaker00023_M_s3_stn00092.lab,只有配套联动,Sentence
speaker00023_M_s1_stn00065.lab,系（xi）,Monosyllables
speaker00023_M_s1_stn00144.lab,（做吞咽动作）,Swallowing
speaker00023_M_s2_stn00079.lab,根除贫困现象,Sentence
speaker00023_M_s3_stn00098.lab,那种在欧风美雨中,Sentence
speaker00023_M_s1_stn00004.lab,a（啊）,Monophthong
speaker00023_M_s2_stn00055.lab,他那高瞻远瞩富有深刻哲理的谈话,Sentence
speaker00023_M_s2_stn00148.lab,有二十余种致癌物存在于自来水中,Sentence
speaker00023_M_s2_stn00002.lab,（做吞咽动作）,Swallowing
speaker00023_M_s1_stn00093.lab,其中孙宝元个人一万元,Sentence
speaker00023_M_s3_stn00015.lab,并由此引出一段段趣话,Sentence
speaker00023_M_s3_stn00133.lab,他们同几个要结婚的哥们儿一聊,Sentence
speaker00023_M_s3_stn00014.lab,但是铁路车辆是国民经济急需的产品,Sentence
speaker00023_M_s1_stn00083.lab,当年被夷船掠走的圆明园珍宝,Sentence
speaker00023_M_s3_stn00047.lab,加之他爱琢磨,Sentence
speaker00023_M_s3_stn00111.lab,如果不是亲眼看到,Sentence
speaker00023_M_s1_stn00118.lab,农民自愿入股兴办的新型合作企业应运而生,Sentence
speaker00023_M_s3_stn00050.lab,就将你手里的权力和企业的经济活动,Sentence
speaker00023_M_s3_stn00010.lab,各路起义部队会师文家市,Sentence
speaker00023_M_s2_stn00097.lab,将来可作太空基地的光源,Sentence
speaker00023_M_s1_stn00110.lab,产权关系清晰,Sentence
speaker00023_M_s3_stn00004.lab,毛泽东代表中央军委批准了这一决策,Sentence
speaker00023_M_s2_stn00029.lab,国际植物园名录一书序言中指出,Sentence
speaker00023_M_s1_stn00117.lab,优秀团员一百四十三名,Sentence
speaker00023_M_s1_stn00023.lab,退（tui）,Monosyllables
speaker00023_M_s2_stn00152.lab,运送三千六百多名士兵前往亚德里亚海域,Sentence
speaker00023_M_s1_stn00050.lab,系（xi）,Monosyllables
speaker00023_M_s2_stn00056.lab,其中既有前辈老作家享有盛誉的名作,Sentence
speaker00023_M_s2_stn00082.lab,恐怕也不能全怪流行乐的冲击,Sentence
speaker00023_M_s3_stn00043.lab,外部条件形成的大气候至关重要,Sentence
speaker00023_M_s2_stn00094.lab,所反映的生活与表现手法,Sentence
speaker00023_M_s3_stn00080.lab,各路画家艺术家云集于此,Sentence
speaker00023_M_s1_stn00016.lab,a（啊）,Monophthong
speaker00023_M_s1_stn00022.lab,团（tuan）,Monosyllables
speaker00023_M_s1_stn00080.lab,那村屯还不见影儿,Sentence
speaker00023_M_s2_stn00136.lab,更不能一切照搬,Sentence
speaker00023_M_s2_stn00075.lab,维护阿拉伯人民合法权益,Sentence
speaker00023_M_s1_stn00017.lab,o（哦）,Monophthong
speaker00023_M_s1_stn00032.lab,翁（weng）,Monosyllables
speaker00023_M_s1_stn00076.lab,弄潮须有弄潮胆,Sentence
speaker00023_M_s3_stn00102.lab,给村里人带来新观念,Sentence
speaker00023_M_s1_stn00049.lab,无（wu）,Monosyllables
